Unnamed: 0	intent	text	prediction	score	drop
1042	ALG_Unterschied_Arbeitslos_Arbeitssuchend	Manchmal sagt er was von Arbeit suchen, manchmal arbeitslos. Was ist aber Unterschied?	ALG_Unterschied_Arbeitslos_Arbeitssuchend	0.916922569	ALG_Unterschied_Arbeitslos_Arbeitssuchend
1982	KUG_Sozialversicherung	Wer zahlt eigentlich in die Sozialversicherung, so lange ich keinen job hab?	KUG_Sozialversicherung	0.95264864	KUG_Sozialversicherung
509	Arbeitsvermittlung_Vermittlungsgutschein	erzähle mir wie vermittlungsgutscheine funktionieren	Arbeitsvermittlung_Vermittlungsgutschein	0.917441249	Arbeitsvermittlung_Vermittlungsgutschein
1502	Veraenderungsmitteilung_NeueStelle	werd bald wieder arbeiten gehen	Veraenderungsmitteilung_NeueStelle	0.9400209	Veraenderungsmitteilung_NeueStelle
1494	ALG_Unterschied_Arbeitslos_Arbeitssuchend	bin ich arbeitslos oder arbeitssuchend oder gar beides?	ALG_Unterschied_Arbeitslos_Arbeitssuchend	0.9599771	ALG_Unterschied_Arbeitslos_Arbeitssuchend
350	ALG_Beitraege_Private_Krankenversicherung	ich bin privat versichert und arbeitlos gemeldet. was passiert jetzt?	ALG_Beitraege_Private_Krankenversicherung	0.9714579	ALG_Beitraege_Private_Krankenversicherung
1918	Allgemein_Ausbildungssuchend_Nachweis	Ich such grad nen Ausbildungsplatz und bräuchte dafür einen Nachweis.	Allgemein_Ausbildungssuchend_Nachweis	0.9721013	Allgemein_Ausbildungssuchend_Nachweis
653	KUG_Krankheit	ich werde ich kurzarbeit geschickt und bin krank geschrieben. wie ist das geregelt?	KUG_Krankheit	0.9590596	KUG_Krankheit
333	Teilarbeitslosengeld_Erklaerung	was bedeutet teilarbeitslosengeld?	Teilarbeitslosengeld_Erklaerung	0.953685164	Teilarbeitslosengeld_Erklaerung
664	KUG_Berechnung	wie berechne ich mein kurzarbeitergeld?	KUG_Berechnung	0.965766132	KUG_Berechnung
427	Veraenderungsmitteilung_schriftlich_Rente	ich moechte mitteilen, dass ich rente erhalte.	Veraenderungsmitteilung_schriftlich_Rente	0.952875	Veraenderungsmitteilung_schriftlich_Rente
1171	ALG_Sperrzeit_Krankenversicherung	Wurde gesperrt, bin ich noch krankenversichert?	ALG_Sperrzeit_Krankenversicherung	0.9517343	ALG_Sperrzeit_Krankenversicherung
1412	KUG_Arbeitszeitnachweis		General_NoFeedback	0.8112138	None
1785	ALG_Mitteilung_Ortsabwesenheit	ich würde gerne melden, dass ich jetzt mit meiner familie zwei wochen in den urlaub fahre. bin arbeitslos.	ALG_Mitteilung_Ortsabwesenheit	0.978127539	ALG_Mitteilung_Ortsabwesenheit
750	General_AgentInquiry	sie koennen mir nicht helfen	General_AgentInquiry	0.90298146	General_AgentInquiry
778	General_Hello	heyho	General_Hello	0.951506734	General_Hello
1120	ALG_Kuendigung	Wie beantrage ich Arbeitslosengeld, ich wurde gekündigt!	ALG_Kuendigung	0.975820243	ALG_Kuendigung
1661	ALG_Sperrzeit_Krankenversicherung	ich wurde gesperrt. was heißt das jetzt für meine sozialversicherung?	ALG_Sperrzeit_Krankenversicherung	0.9362656	ALG_Sperrzeit_Krankenversicherung
228	ALG_Anspruchshoehe	wie viel ist arbeitslosengeld?	ALG_Anspruchshoehe	0.907670557	ALG_Anspruchshoehe
545	Arbeitsvermittlung_Bildungsgutschein	wie komme ich an einen bildungsgutschein?	Arbeitsvermittlung_Bildungsgutschein	0.966076255	Arbeitsvermittlung_Bildungsgutschein
217	ALG_Anrechnung_Leistungen	wie werden mieteinnahmen bei der berechnung des arbeitslosengeldes berücksichtigt?	ALG_Anrechnung_Leistungen	0.970925748	ALG_Anrechnung_Leistungen
332	Teilarbeitslosengeld_Erklaerung	verstehe nicht was teilarbeitslosengeld ist	Teilarbeitslosengeld_Erklaerung	0.9680604	Teilarbeitslosengeld_Erklaerung
243	ALG_Nebeneinkommen	ich uebe einen minijob aus.	ALG_Nebeneinkommen	0.965723455	ALG_Nebeneinkommen
1310	Arbeitsvermittlung_Vermittlungsvorschlag	Was mache ich jetzt mit eurem Vermittlungsvorschlag?	Arbeitsvermittlung_Vermittlungsvorschlag	0.9751866	Arbeitsvermittlung_Vermittlungsvorschlag
1640	ALG_Aenderung_Anspruchsdauer_2020	wie lang zahlt ihr mir arbeitslosengeld	ALG_Aenderung_Anspruchsdauer_2020	0.8278546	ALG_Aenderung_Anspruchsdauer_2020
1043	ALG_Unterschied_Arbeitslos_Arbeitssuchend	Mhm, arbeitssuchend, arbeitslos ist das nicht das gleiche?	ALG_Unterschied_Arbeitslos_Arbeitssuchend	0.9449812	ALG_Unterschied_Arbeitslos_Arbeitssuchend
1889	ALG_Anfrage_Bearbeitungsstand	wird mein antrag überhaupt schon bearbeitet?	ALG_Anfrage_Bearbeitungsstand	0.9879461	ALG_Anfrage_Bearbeitungsstand
1896	KUG_Auszahlung	Wann krieg ich mein Kurzarbeitergeld überwiesen?	KUG_Auszahlung	0.9827261	KUG_Auszahlung
779	General_Hello	hi bea	General_Hello	0.9361658	General_Hello
709	KUG_Sozialversicherung	wie werden sozialversicherungsbeiträge während der kurzarbeit gehandhabt?	KUG_Sozialversicherung	0.9902869	KUG_Sozialversicherung
1892	ALG_Anfrage_Bearbeitungsstand	gib mir mal auskunft über meinen antrag	ALG_Anfrage_Bearbeitungsstand	0.940586865	ALG_Anfrage_Bearbeitungsstand
452	Veraenderungsmitteilung_Umzug	meine adresse ist jetzt eine andere	nan	nan	nan
1591	ALG_Kuendigung	welche leistungen bietet mir die arbeitsagentur, nachdem ich gekündigt habe	ALG_Kuendigung	0.9748508	ALG_Kuendigung
133	ALG_TempArbeit	ich habe für den nächsten monat temporär eine arbeit. muss ich das melden?	ALG_TempArbeit	0.9443098	ALG_TempArbeit
511	Arbeitsvermittlung_Vermittlungsgutschein	ich moechte einen vermittlungsgutschein beantragen.	Arbeitsvermittlung_Vermittlungsgutschein	0.994344056	Arbeitsvermittlung_Vermittlungsgutschein
1227	ALG_Krankenversicherung	Ich bin arbeitslos und deswegen nicht mehr krankenversichert?	nan	nan	nan
69	ALG_Arbeitslos_melden	kann ich mich online oder telefonisch arbeitslos melden?	ALG_Arbeitslos_melden	0.969370067	ALG_Arbeitslos_melden
43	ALG_Arbeitssuchend_melden	ich will mich arbeitssuchend melden.	ALG_Arbeitssuchend_melden	0.9719905	ALG_Arbeitssuchend_melden
488	Allgemein_Arbeitsbescheinigung_Erklaerung	keine arbeitsbescheinigung, reicht arbeitszeugnis?	Allgemein_Arbeitsbescheinigung_Erklaerung	0.9997335	Allgemein_Arbeitsbescheinigung_Erklaerung
371	ALG_Krankenversicherung	arbeitslos gemeldet, keine krankenversicherung mehr.	ALG_Krankenversicherung	0.9662314	ALG_Krankenversicherung
1532	ALG_TempArbeit	ich bin eigentlich arbeitslos aber würde 4 wochen aufm weihnachtsmarkt jobben. was passiert dann mit meinem arbeitslosengeld?	ALG_TempArbeit	0.984350443	ALG_TempArbeit
1536	ALG_TempArbeit	muss ich arbeitslosengeld neu beantragen, wenn ich 6 wochen mal so bisschen arbeite?	ALG_TempArbeit	0.950962245	ALG_TempArbeit
1145	ALG_Nettoentgelt_Erklaerung		General_NoFeedback	0.8112138	None
1920	Allgemein_Ausbildungssuchend_Nachweis	Könnt ihr mir einen Nachweis ausstellen, dass ich grad nen Ausbildungsplatz suche?	Allgemein_Ausbildungssuchend_Nachweis	0.9965612	Allgemein_Ausbildungssuchend_Nachweis
1766	Veraenderungsmitteilung_schriftlich_Krankenkasse	was muss ich tun, wenn ich meine krankenkasse wechsel	Veraenderungsmitteilung_schriftlich_Krankenkasse	0.950940251	Veraenderungsmitteilung_schriftlich_Krankenkasse
1467	ALG_Meldung_Wann	wann muss ich melden, dass ich keinen job mehr hab?	ALG_Arbeitslos_melden	0.981922567	ALG_Arbeitslos_melden
1665	ALG_Abfindung	abfindung bekommen, was nun mit arbeitslosengeld	ALG_Abfindung	0.976284266	ALG_Abfindung
146	ALG_Auszahlung	wann überweisen sie mein arbeitslosengeld?	ALG_Auszahlung	0.9656973	ALG_Auszahlung
1466	ALG_Meldung_Wann	was muss ich machen wenn ich meinen job verliere?	ALG_Meldung_Wann	0.912257254	ALG_Meldung_Wann
1481	ALG_Arbeitslos_melden	Will melden dass arbeitslos	ALG_Arbeitslos_melden	0.96059376	ALG_Arbeitslos_melden
954	Dialog_Gutschein_unbestimmt	ich möchte nen gutschein haben	Dialog_Gutschein_unbestimmt	0.937910259	Dialog_Gutschein_unbestimmt
844	General_YesFeedback	ja vielleicht.	General_YesFeedback	0.971244037	General_YesFeedback
1832	Arbeitsvermittlung_Vermittlungsgutschein	ich hätte gerne so einen vermittlungsgutschein für meine jobsuche	Arbeitsvermittlung_Vermittlungsgutschein	0.988899767	Arbeitsvermittlung_Vermittlungsgutschein
533	Arbeitsvermittlung_Vermittlungsvorschlag	was muss ich tun, wenn mir der vermittlungsvorschlag nicht zusagt?	Arbeitsvermittlung_Vermittlungsvorschlag	0.9838678	Arbeitsvermittlung_Vermittlungsvorschlag
1563	ALG_Anspruchsbedingungen	möchte wissen, wann ich anspruch auf arbeitslosengeld 1 hab?	ALG_Anspruchsbedingungen	0.974812567	ALG_Anspruchsbedingungen
704	KUG_Sozialversicherung	was ist mit kurzarbeit und sozialversicherung?	KUG_Sozialversicherung	0.982167959	KUG_Sozialversicherung
98	Veraenderungsmitteilung_NeueStelle	ich habe neue stelle.	Veraenderungsmitteilung_NeueStelle	0.989535868	Veraenderungsmitteilung_NeueStelle
1239	Veraenderungsmitteilung_eService_Bankverbindung	Es gibt Neuigkeiten.	Veraenderungsmitteilung_eService_Bankverbindung	0.917041838	Veraenderungsmitteilung_eService_Bankverbindung
505	Allgemein_Oeffnungszeiten_BA	wann kann ich zur arge gehen?	Allgemein_Oeffnungszeiten_BA	0.8959529	Allgemein_Oeffnungszeiten_BA
898	None	mir ist der bus vor der nase weggefahren	None	0.94082737	None
1457	ALG_Arbeitssuchend_melden	ich möchte mich arbeitssuchend melden	ALG_Arbeitssuchend_melden	0.980832934	ALG_Arbeitssuchend_melden
368	ALG_Beitraege_Sozialversicherungen	wie hoch sind die beitraege an krankenversicherung?	ALG_Beitraege_Sozialversicherungen	0.974955857	ALG_Beitraege_Sozialversicherungen
1774	Veraenderungsmitteilung_Umzug	Ziehe bald in mein neues Haus	Veraenderungsmitteilung_Umzug	0.9852969	Veraenderungsmitteilung_Umzug
988	SGBII_Unterschied_SGBIII	gibts überhaupt ne unterscheidung zwischen arbeitsagentur und jobcenter	SGBII_Unterschied_SGBIII	0.9575534	SGBII_Unterschied_SGBIII
1010	SGBII_AufstockendeLeistungen	Habt ihr eine Ahnung, wieviel Arbeitslosengeld ich bekomme?	SGBII_AufstockendeLeistungen	0.8394968	SGBII_AufstockendeLeistungen
162	ALG_Widerspruch_Leistungsbescheid	wie widerspreche ich einem leistungsbescheid?	ALG_Widerspruch_Leistungsbescheid	0.981016755	ALG_Widerspruch_Leistungsbescheid
1983	KUG_Sozialversicherung	Zahlt jemand Sozialversicherungsbeiträge, wenn ich arbeitslos bin?	KUG_Sozialversicherung	0.9328001	KUG_Sozialversicherung
1486	ALG_Arbeitslos_melden	will melden, dass ich keinen job mehr hab	nan	nan	nan
1612	ALG_Anspruchshoehe	kannst du mir vielleicht sagen, wie hoch das arbeitslosengeld ist?	ALG_Anspruchshoehe	0.86877954	ALG_Anspruchshoehe
63	ALG_Arbeitslos_melden	erklären sie mir die meldepflicht.	ALG_Arbeitslos_melden	0.976103663	ALG_Arbeitslos_melden
1825	Allgemein_Oeffnungszeiten_BA	sagmal, wo finde ich die öffnungszeiten?	Allgemein_Oeffnungszeiten_BA	0.955522656	Allgemein_Oeffnungszeiten_BA
300	ALG_Abfindung	wie wird eine abfindung bei der beantragung von arbeitslosengeld berücksichtigt?	ALG_Abfindung	0.9933091	ALG_Abfindung
735	General_AgentInquiry	ich will nicht mehr mit dir sprechen	General_AgentInquiry	0.9745759	General_AgentInquiry
1441	SGBII_Mietkostenuebernahme	Mein Geld reicht nicht, um meine Miete zu zahlen!	SGBII_Mietkostenuebernahme	0.988258958	SGBII_Mietkostenuebernahme
1509	ALG_Aussteuerung	Was soll denn diese nahtlosigkeit sein?	ALG_Aussteuerung	0.9363705	ALG_Aussteuerung
484	Allgemein_Arbeitsbescheinigung_Erklaerung	keine arbeitsbescheinigung, arbeitsvertrag auch okay?	Allgemein_Arbeitsbescheinigung_Erklaerung	0.9774462	Allgemein_Arbeitsbescheinigung_Erklaerung
143	ALG_Auszahlung	wann erhalte ich mein arbeitslosengeld?	ALG_Auszahlung	0.965926051	ALG_Auszahlung
1084	ALG_Auszahlung	Wann bekomme ich denn jetzt endlich meiner Arbeitslosen?	ALG_Auszahlung	0.9423409	ALG_Auszahlung
173	ALG_Anspruchsbedingungen	wie begruendet sich ein anspruch auf arbeitslosengeld?	ALG_Anspruchsbedingungen	0.962134242	ALG_Anspruchsbedingungen
1681	Teilarbeitslosengeld_Anspruchshoehe	kannst du mir vielleicht sagen, wie hoch das teilarbeitslosengeld ist?	Teilarbeitslosengeld_Anspruchshoehe	0.9626496	Teilarbeitslosengeld_Anspruchshoehe
1178	ALG_Abfindung	Ich habe eine Abfindung bekommen, was passiert jetzt mit meinem Arbeitslosengeld?	ALG_Abfindung	0.98346	ALG_Abfindung
1500	Veraenderungsmitteilung_NeueStelle	ich geh bald wieder schaffen	Veraenderungsmitteilung_NeueStelle	0.948279738	Veraenderungsmitteilung_NeueStelle
1089	ALG_Auszahlung	Zahlt ihr das Arbeitslosengeld am Ende des Monats oder wann?	ALG_Auszahlung	0.9634214	ALG_Auszahlung
102	Veraenderungsmitteilung_NeueStelle	muss ich meinen arbeitsvertrag zusenden wenn ich eine neue stelle habe?	Veraenderungsmitteilung_NeueStelle	0.93334347	Veraenderungsmitteilung_NeueStelle
1350	KUG_Auszahlung	Ich brauche mein Kurzarbeitsgeld früher.	KUG_Auszahlung	0.9566668	KUG_Auszahlung
372	ALG_Krankenversicherung	arbeitslos gemeldet. krankenkasse sagt, nicht mehr versichert. warum?	ALG_Krankenversicherung	0.987625539	ALG_Krankenversicherung
1797	ALG_Anfrage_Unterlagen_vollstaendig	Sagmal, was fehlt noch für meinen Antrag?	ALG_Anfrage_Unterlagen_vollstaendig	0.9851893	ALG_Anfrage_Unterlagen_vollstaendig
1198	Teilarbeitslosengeld_Erklaerung	Ich habe meine eine Stelle verloren, krieg ich jetzt Geld?	Teilarbeitslosengeld_Erklaerung	0.846795142	Teilarbeitslosengeld_Erklaerung
249	ALG_Nebeneinkommen	was muss ich beachten, wenn ich arbeitslosengeld beziehe und nebenher noch eine nebentätigkeit ausuebe?	ALG_Nebeneinkommen	0.9791146	ALG_Nebeneinkommen
1787	ALG_Mitteilung_Ortsabwesenheit	kann ich einfach in den urlaub fahren oder braucht ihr was von mir	ALG_Mitteilung_Ortsabwesenheit	0.9356062	ALG_Mitteilung_Ortsabwesenheit
661	KUG_Berechnung	wie viel kurzarbeitgeld bekomme ich?	KUG_Berechnung	0.953939	KUG_Berechnung
1839	Arbeitsvermittlung_Vermittlungsvorschlag	ich hab so einen vermittlungsvorschlag bekommen und find ihn nicht toll	Arbeitsvermittlung_Vermittlungsvorschlag	0.994329154	Arbeitsvermittlung_Vermittlungsvorschlag
512	Arbeitsvermittlung_Vermittlungsgutschein	ich nehme eine private arbeitsvermittlung in anspruch.	Arbeitsvermittlung_Vermittlungsgutschein	0.9172629	Arbeitsvermittlung_Vermittlungsgutschein
550	Arbeitsvermittlung_Probearbeit_Mitteilung	brauche ich eine genehmigung fuer mein praktikum?	Arbeitsvermittlung_Probearbeit_Mitteilung	0.93789953	Arbeitsvermittlung_Probearbeit_Mitteilung
1157	ALG_Aenderung_Anspruchsdauer_2020	In der Zeitung hab ich gelesen, dass man jetzt mehr Arbeitslosengeld bekommt.	ALG_Aenderung_Anspruchsdauer_2020	0.888510764	ALG_Aenderung_Anspruchsdauer_2020
106	ALG_Aussteuerung	was bedeutet es, dass ich ausgesteuert werde?	ALG_Aussteuerung	0.975510538	ALG_Aussteuerung
1685	Teilarbeitslosengeld_Anspruchsdauer	wie lange krieg ich eigentlich das teilarbeitslosengeld	Teilarbeitslosengeld_Anspruchsdauer	0.987218261	Teilarbeitslosengeld_Anspruchsdauer
1136	ALG_Anspruchshoehe	Ich habe Kinder, kriege ich jetzt mehr Arbeitslosengeld?	ALG_Anspruchshoehe	0.8600114	ALG_Anspruchshoehe
1986	KUG_Sozialversicherung	Krieg ich jetzt keine Sozialversicherungsbeiträge wegen Kurzarbeit	KUG_Sozialversicherung	0.958782732	KUG_Sozialversicherung
559	Arbeitsvermittlung_Probearbeit_Mitteilung	mitteilung praktikum	Arbeitsvermittlung_Probearbeit_Mitteilung	0.9874325	Arbeitsvermittlung_Probearbeit_Mitteilung
673	KUG_Weiterfuehrende_Informationen	wo finde ich anträge zum kurzarbeitergeld?	KUG_Weiterfuehrende_Informationen	0.9574439	KUG_Weiterfuehrende_Informationen
449	Veraenderungsmitteilung_Umzug	meine adresse aendert sich.	Veraenderungsmitteilung_Umzug	0.985268533	Veraenderungsmitteilung_Umzug
483	Allgemein_Arbeitsbescheinigung_Erklaerung	ist das nicht das gleiche wie ein arbeitszeugnis?	Allgemein_Arbeitsbescheinigung_Erklaerung	0.8898002	Allgemein_Arbeitsbescheinigung_Erklaerung
203	ALG_Kuendigung	mir wurde gekündigt. was muss ich jetzt tun?	ALG_Kuendigung	0.995848238	ALG_Kuendigung
742	General_AgentInquiry	kann ich einen mitarbeiter sprechen	General_AgentInquiry	0.956795156	General_AgentInquiry
1392	KUG_Berechnung	Wieviel Kurzarbeitsgeld bekomme ich?	KUG_Berechnung	0.912475467	KUG_Berechnung
1233	Veraenderungsmitteilung_eService_Bankverbindung	Wir haben geheiratet!	Veraenderungsmitteilung_eService_Bankverbindung	0.9394983	Veraenderungsmitteilung_eService_Bankverbindung
92	Veraenderungsmitteilung_NeueStelle	ich bin ab nächster woche nicht mehr arbeitlos.	Veraenderungsmitteilung_NeueStelle	0.9433457	Veraenderungsmitteilung_NeueStelle
838	General_YesFeedback	ja bitte helfen sie mir.	General_YesFeedback	0.9248968	General_YesFeedback
593	KUG_Auszahlung	wann überweist ihr mein kug?	ALG_Auszahlung	0.978862166	ALG_Auszahlung
608	Allgemein_Rehaspezifische_Foerderung	wie kann ich förderungen für reha maßnahmen beantragen?	Allgemein_Rehaspezifische_Foerderung	0.9955233	Allgemein_Rehaspezifische_Foerderung
177	ALG_Anspruchsbedingungen	wie viel muss ich mindestens gearbeitet haben, um arbeitslosengeld zu bekommen?	ALG_Anspruchsbedingungen	0.976804733	ALG_Anspruchsbedingungen
1859	Arbeitsvermittlung_Bildungsgutschein	frage zu bildungsgutscheinen	Arbeitsvermittlung_Bildungsgutschein	0.916517138	Arbeitsvermittlung_Bildungsgutschein
1381	KUG_Krankheit	Wird mein Kurzarbeitergeld bezahlt, auch wenn ich krank bin?	nan	nan	nan
1723	ALG_Beitraege_Private_Krankenversicherung	frage mich ob es geht, arbeitslos und privat krankenversichert zu sein	ALG_Beitraege_Private_Krankenversicherung	0.9425955	ALG_Beitraege_Private_Krankenversicherung
932	SmallTalk_Any	ich möchte dich zum essen einladen	SmallTalk_Any	0.8593664	SmallTalk_Any
455	ALG_Mitteilung_Ortsabwesenheit	beantragung ortabwesenheit	None	0.9253842	None
202	ALG_Kuendigung	mein chef hat mir gekündigt. was soll ich jetzt tun?	ALG_Kuendigung	0.981593251	ALG_Kuendigung
482	Allgemein_Arbeitsbescheinigung_Erklaerung	ich habe lohnabrechnungen eingereicht.	Allgemein_Arbeitsbescheinigung_Erklaerung	0.933290839	Allgemein_Arbeitsbescheinigung_Erklaerung
1520	Webseite_Verifizierung	man sagt mir, ich soll mich verifizieren. wie?	nan	nan	nan
384	ALG_Krankenversicherung	ich bin arbeitslos. wo bin ich krankenversichert?	ALG_Krankenversicherung	0.970615268	ALG_Krankenversicherung
1850	Arbeitsvermittlung_Bildungsgutschein	Ich möchte gerne einen Gutschein für eine Weiterbildung	Arbeitsvermittlung_Bildungsgutschein	0.982818663	Arbeitsvermittlung_Bildungsgutschein
77	ALG_Arbeitslos_melden	meldepflicht	ALG_Arbeitslos_melden	0.974970937	ALG_Arbeitslos_melden
346	Teilarbeitslosengeld_Beantragung	wie mache ich einen antrag auf teilarbeitslosengeld	Teilarbeitslosengeld_Beantragung	0.951872051	Teilarbeitslosengeld_Beantragung
255	ALG_Nebeneinkommen	wird mein nebeneinkommen beim arbeitslosengeld 1 angerechnet?	ALG_Anrechnung_Leistungen	0.942342162	ALG_Anrechnung_Leistungen
755	General_AgentInquiry	verbinde mit agent	General_AgentInquiry	0.939895	General_AgentInquiry
18	SGBII_Mietkostenuebernahme	mein vermieter droht mich rauszuwerfen.	SGBII_Mietkostenuebernahme	0.8789849	SGBII_Mietkostenuebernahme
1845	Arbeitsvermittlung_Vermittlungsvorschlag	habt ihr nicht noch einen besseren vermittlungsvorschlag für mich?	Arbeitsvermittlung_Vermittlungsvorschlag	0.997049868	Arbeitsvermittlung_Vermittlungsvorschlag
995	SGBII_Unterschied_SGBIII	Wieso unterscheidet ihr Arbeitsagentur und Jobcenter?	SGBII_Unterschied_SGBIII	0.974435	SGBII_Unterschied_SGBIII
1663	ALG_Sperrzeit_Krankenversicherung	bin in der sperrzeit gelandet, was bedeutet das jetzt?	ALG_Sperrzeit_Krankenversicherung	0.9700465	ALG_Sperrzeit_Krankenversicherung
1926	Allgemein_Ausbildungssuchend_Nachweis	Kannst du mir eine Bestätigung zuschicken, dass ich einen Ausbildungsplatz such?	Allgemein_Ausbildungssuchend_Nachweis	0.9717712	Allgemein_Ausbildungssuchend_Nachweis
